timestamp[ns],gyro[rad s^-1]/x,gyro[rad s^-1]/y,gyro[rad s^-1]/z,accel/x[m s^-2],accel/y[m s^-2],accel/z[m s^-2]
1403636623558555500,-0.021642083,0.039095375,0.057246799,7.485742833,-1.332069958,-2.043052083
1403636623563555500,0.004188790,-0.054454273,0.107512282,9.814822208,0.220649625,-2.615106667
1403636623568555500,-0.006981317,0.078888882,0.104021623,10.493115500,-0.539365750,-3.048233708
1403636623573555500,-0.013962634,-0.002094395,0.036302848,8.041453000,-1.111420333,-1.642613875
1403636623578555500,0.009773844,-0.001396263,0.069813170,10.583009792,0.220649625,-2.860272917
1403636623583555500,-0.004886922,0.045378561,0.108210414,8.360169125,-0.702809917,-1.552719583
1403636623588555500,-0.022340214,-0.050963614,0.057944931,10.770970583,-0.931631750,-3.064578125
1403636623593555500,-0.002792527,0.080285146,0.086568331,9.136528917,0.000000000,-1.552719583
1403636623598555500,-0.024434610,-0.052359878,0.097738438,9.822994417,-0.874426292,-2.092085333
1403636623603555500,-0.031415927,0.087964594,0.052359878,11.310336333,-0.972492792,-3.383294250
1403636623608555500,0.010471976,0.048171087,0.104021623,7.371331917,-0.375921583,-0.653776667
1403636623613555500,0.004886922,-0.040491639,0.095644043,10.664731875,-0.915287333,-2.827584083
1403636623618555500,0.002792527,0.118682389,0.038397244,9.798477792,-0.915287333,-2.500695750
1403636623623555500,0.022340214,-0.068416907,0.104719755,7.747253500,-0.040861042,-1.372931000
1403636623628555500,-0.013962634,0.011170107,0.083775804,11.097858917,-0.147099750,-3.097266958
1403636623633555500,-0.022340214,0.059341195,0.060737458,8.850501625,-0.612915625,-1.944985583
1403636623638555500,-0.002792527,-0.017453293,0.111002940,10.591182000,-0.081722083,-3.375122042
1403636623643555500,-0.011170107,0.057246799,0.112399204,8.499096667,-1.062387083,-1.994018833
1403636623648555500,-0.009773844,0.005585054,0.048869219,8.703401875,-1.520030750,-2.100257542
1403636623653555500,0.018151424,-0.013264502,0.057246799,9.324489708,0.228821833,-1.552719583
1403636623658555500,0.011868239,-0.011868239,0.095644043,10.574837583,-0.171616375,-3.424155292
1403636623663555500,-0.018849556,0.060039326,0.056548668,9.332661917,-0.457643667,-2.974683833
1403636623668555500,-0.025132741,-0.025830873,0.080983277,8.499096667,0.032688833,-1.724335958
1403636623673555500,-0.038397244,0.055850536,0.082379541,11.089686708,-0.555710167,-3.889971167
1403636623678555500,-0.024434610,0.050963614,0.065624380,7.886181042,-1.323897750,-1.765197000
1403636623683555500,0.011170107,-0.056548668,0.094945911,9.479761667,-0.572054583,-2.247357292
1403636623688555500,0.006981317,0.098436570,0.070511302,10.337843542,-0.580226792,-2.394457042
1403636623693555500,0.003490659,0.009773844,0.041887902,8.613507583,-0.261510667,-2.304562750
1403636623698555500,0.015358897,0.039793507,0.108908545,11.122375542,0.302371708,-3.211677875
1403636623703555500,-0.029321531,0.064228116,0.096342175,8.687057458,-0.964320583,-2.402629250
1403636623708555500,-0.017453293,-0.013264502,0.067718775,8.008764167,-0.792704208,-2.002191042
1403636623713555500,0.007679449,0.007679449,0.122871179,10.697420708,-0.228821833,-3.080922542
1403636623718555500,-0.012566371,0.081681409,0.086568331,9.512450500,-1.389275417,-2.843928500
1403636623723555500,-0.004188790,-0.027227136,0.079587014,8.294791458,-0.359577167,-2.386284833
1403636623728555500,0.006283185,0.043982297,0.119380521,10.435910042,0.286027292,-2.508867958
1403636623733555500,-0.028623400,0.067718775,0.056548668,8.580818750,-1.127764750,-2.500695750
1403636623738555500,-0.003490659,-0.076794487,0.063529985,8.924051500,-0.514849125,-2.337251583
1403636623743555500,0.001396263,0.029321531,0.101229097,10.419565625,0.098066500,-2.615106667
1403636623748555500,-0.023038346,0.050963614,0.053756141,8.172208333,-0.849909667,-2.108429750
1403636623753555500,-0.002792527,0.006981317,0.082379541,10.591182000,0.049033250,-3.105439167
1403636623758555500,-0.018849556,0.075398224,0.104719755,9.316317500,-1.062387083,-2.288218333
1403636623763555500,-0.014660766,-0.015358897,0.074001960,8.123175083,-1.135936958,-1.855091292
1403636623768555500,0.012566371,-0.006981317,0.112399204,10.166227167,0.138927542,-2.705000958
1403636623773555500,-0.001396263,0.073303829,0.078190750,10.100849500,-0.980665000,-2.778550833
1403636623778555500,0.001396263,-0.024434610,0.074700092,8.548129917,-0.326888333,-2.590590042
1403636623783555500,-0.014660766,-0.005585054,0.098436570,10.566665375,0.375921583,-2.737689792
1403636623788555500,-0.047472956,0.101927228,0.068416907,9.430728417,-0.858081875,-2.999200458
1403636623793555500,-0.032114058,-0.018151424,0.070511302,7.828975583,-0.498504708,-2.320907167
1403636623798555500,-0.016057029,-0.025132741,0.108908545,10.125366125,-0.555710167,-2.427145875
1403636623803555500,-0.016755161,0.027925268,0.067718775,8.523613292,-0.980665000,-2.394457042
1403636623808555500,-0.002094395,-0.098436570,0.073303829,9.602344792,0.171616375,-2.402629250
1403636623813555500,-0.035604717,0.056548668,0.062831853,11.056997875,-0.294199500,-2.843928500
1403636623818555500,-0.042586034,0.049567351,0.065624380,8.082314042,-0.359577167,-2.034879875
1403636623823555500,-0.025132741,-0.002792527,0.134041287,10.640215250,-0.572054583,-2.827584083
1403636623828555500,-0.016755161,0.117286126,0.098436570,9.724927917,-1.789713625,-2.811239667
1403636623833555500,0.027925268,-0.014660766,0.076096355,7.371331917,-0.972492792,-1.593580625
1403636623838555500,0.032114058,0.026529005,0.071209433,11.710774542,0.016344417,-3.538566208
1403636623843555500,0.010471976,0.106814150,0.062133721,8.401030167,-0.490332500,-2.353596000
1403636623848555500,0.002094395,-0.062133721,0.094945911,8.875018250,0.449471458,-2.639623292
1403636623853555500,-0.026529005,0.042586034,0.126361838,10.525804333,-0.424954833,-2.705000958
1403636623858555500,-0.042586034,0.071907565,0.071209433,7.363159708,-0.939803958,-2.181979625
1403636623863555500,-0.021642083,-0.092153385,0.078190750,9.667722458,-1.103248125,-2.361768208
1403636623868555500,0.000698132,0.106116019,0.046774824,11.056997875,-1.323897750,-3.742871417
1403636623873555500,0.022340214,-0.050963614,0.052359878,6.742071875,-0.408610417,-1.356586583
1403636623878555500,0.004188790,-0.021642083,0.083077672,12.601545250,0.604743417,-4.118793000
1403636623883555500,-0.032812190,0.141022604,0.064926248,8.106830667,-0.465815875,-1.814230250
1403636623888555500,-0.032812190,-0.120776784,0.101927228,8.147691708,0.008172208,-2.190151833
1403636623893555500,-0.041887902,0.071209433,0.099134702,11.187753208,-1.013353833,-2.917478375
1403636623898555500,-0.017453293,0.021642083,0.050265482,8.090486250,-1.699819333,-1.691647125
1403636623903555500,0.012566371,-0.048869219,0.071209433,10.550320958,-0.457643667,-3.669321542
1403636623908555500,0.004886922,0.100530965,0.090058989,9.896544292,-0.637432250,-2.492523542
1403636623913555500,-0.004886922,0.002094395,0.080983277,7.739081292,0.196133000,-2.386284833
1403636623918555500,-0.022340214,0.003490659,0.109606677,10.419565625,-0.245166250,-2.868445125
1403636623923555500,-0.041189770,0.067718775,0.081681409,8.670713042,-1.250347875,-2.116601958
1403636623928555500,0.002792527,-0.100530965,0.106116019,9.169217750,-0.776359792,-3.048233708
1403636623933555500,0.011170107,0.074001960,0.093549648,11.171408792,-1.217659042,-3.522221792
1403636623938555500,0.016057029,0.031415927,0.045378561,8.065969625,-0.784532000,-2.173807417
1403636623943555500,0.027925268,-0.017453293,0.092153385,10.207088208,0.612915625,-3.514049583
1403636623948555500,-0.017453293,0.107512282,0.110304809,9.373522958,-0.424954833,-2.590590042
1403636623953555500,-0.022340214,-0.017453293,0.108908545,8.008764167,-0.081722083,-1.920468958
1403636623958555500,-0.037000980,0.026529005,0.111701072,10.484943292,-0.465815875,-3.015544875
1403636623963555500,-0.016755161,0.066322512,0.067718775,8.989429167,-1.315725542,-2.337251583
1403636623968555500,0.021642083,-0.046774824,0.066322512,9.177389958,-0.424954833,-2.754034208
1403636623973555500,0.022340214,0.038397244,0.046076692,10.721937333,-0.326888333,-2.835756292
1403636623978555500,-0.004188790,0.039793507,0.019547688,8.662540833,0.441299250,-2.639623292
1403636623983555500,-0.032114058,-0.013264502,0.067718775,9.520622708,0.441299250,-2.868445125
1403636623988555500,-0.064228116,0.056548668,0.078888882,9.626861417,-1.119592542,-2.296390542
1403636623993555500,-0.036302848,0.000698132,0.060039326,8.580818750,-0.997009417,-1.863263500
1403636623998555500,-0.004886922,0.006981317,0.089360858,9.970094167,-1.184970208,-2.476179125
1403636624003555500,0.024434610,0.077492619,0.067020643,10.607526417,-1.757024792,-2.860272917
1403636624008555500,0.051661746,-0.004886922,0.096342175,8.662540833,0.008172208,-2.312734958
1403636624013555500,0.009075712,0.078190750,0.082379541,10.247949250,0.122583125,-2.729517583
1403636624018555500,-0.022340214,0.067020643,0.060737458,8.548129917,0.196133000,-1.699819333
1403636624023555500,-0.036302848,-0.037699112,0.077492619,9.986438583,-0.016344417,-2.852100708
1403636624028555500,-0.048869219,0.057944931,0.076794487,9.586000375,-1.609925042,-2.214668458
1403636624033555500,-0.007679449,-0.061435590,0.068416907,8.278447042,-0.768187583,-2.034879875
1403636624038555500,0.018849556,-0.018151424,0.092153385,10.411393417,-0.874426292,-3.097266958
1403636624043555500,0.027227136,0.075398224,0.080285146,9.773961167,-0.735498750,-2.925650583
1403636624048555500,0.020943951,-0.037699112,0.117984257,8.670713042,0.098066500,-2.525212375
1403636624053555500,-0.018849556,0.086568331,0.119380521,11.056997875,-0.563882375,-3.734699208
1403636624058555500,-0.026529005,0.066322512,0.095644043,7.804458958,-0.465815875,-1.364758792
1403636624063555500,-0.021642083,-0.054454273,0.092851516,10.068160667,-0.686465500,-3.219850083
1403636624068555500,-0.020245819,0.064228116,0.048869219,8.736090708,-1.405619833,-0.833565250
1403636624073555500,0.006283185,-0.116587994,0.059341195,8.940395917,0.049033250,-3.317916583
1403636624078555500,-0.009075712,0.054454273,0.080983277,9.610517000,-0.318716125,-2.655967708
1403636624083555500,-0.025132741,-0.039793507,0.101229097,8.801468375,0.228821833,-2.435318083
1403636624088555500,-0.049567351,0.046774824,0.129154365,10.844520458,-0.277855083,-3.603943875
1403636624093555500,-0.068416907,0.067718775,0.108210414,8.335652500,-1.086903708,-2.606934458
1403636624098555500,-0.051661746,-0.067718775,0.084473936,8.776951750,-0.506676917,-2.705000958
1403636624103555500,-0.048171087,0.033510322,0.061435590,10.885381500,-0.849909667,-3.612116083
1403636624108555500,-0.022340214,0.027227136,0.048869219,8.270274833,-0.964320583,-2.108429750
1403636624113555500,-0.015358897,-0.060737458,0.047472956,9.994610792,-0.228821833,-3.277055542
1403636624118555500,-0.034906585,0.076096355,0.067020643,8.580818750,-0.604743417,-2.353596000
1403636624123555500,-0.023736478,-0.106814150,0.112399204,8.106830667,0.081722083,-2.794895250
1403636624128555500,-0.047472956,0.007679449,0.126361838,11.032481250,-0.898942917,-3.399638667
1403636624133555500,-0.045378561,0.035604717,0.117286126,7.289609833,-0.629260042,-1.675302708
1403636624138555500,-0.017453293,-0.057246799,0.118682389,11.310336333,-1.193142417,-3.767388042
1403636624143555500,0.025830873,0.121474916,0.090058989,9.414384000,-1.552719583,-2.606934458
1403636624148555500,0.047472956,-0.035604717,0.101229097,9.299973083,0.106238708,-2.034879875
1403636624153555500,0.020245819,0.115889862,0.082379541,11.449263875,0.212477417,-3.955348833
1403636624158555500,-0.014660766,0.096342175,0.094945911,7.232404375,0.858081875,-1.495514125
1403636624163555500,-0.051661746,-0.029321531,0.064926248,10.068160667,-0.392266000,-2.770378625
1403636624168555500,-0.042586034,0.119380521,0.044680429,8.785123958,-1.283036708,-2.239185083
1403636624173555500,0.005585054,-0.115889862,0.064926248,7.142510083,-0.645604458,-1.748852583
1403636624178555500,0.025132741,-0.051661746,0.074001960,12.560684208,-1.299381125,-3.415983083
1403636624183555500,0.044680429,0.050265482,0.055152404,8.253930417,0.163444167,-1.119592542
1403636624188555500,0.020245819,-0.096342175,0.092153385,12.356379000,0.016344417,-4.118793000
1403636624193555500,-0.020245819,0.166853476,0.087266463,9.071151250,0.008172208,-1.773369208
1403636624198555500,-0.033510322,-0.037699112,0.124267443,9.447072833,-0.098066500,-2.566073417
1403636624203555500,-0.043982297,0.132645023,0.078190750,10.362360167,-1.658958292,-2.999200458
1403636624208555500,-0.001396263,0.011868239,0.062133721,6.905516042,-1.250347875,-0.751843167
1403636624213555500,0.031415927,-0.087964594,0.046774824,10.280638083,-1.070559292,-3.783732458
1403636624218555500,0.027227136,0.047472956,0.031415927,9.455245042,-0.179788583,-2.337251583
1403636624223555500,-0.001396263,-0.099134702,0.032114058,9.201906583,0.563882375,-2.958339417
1403636624228555500,-0.045378561,0.045378561,0.037000980,11.343025167,0.310543917,-3.889971167
1403636624233555500,-0.053058009,0.003490659,0.091455253,7.690048042,0.008172208,-1.086903708
1403636624238555500,-0.057246799,-0.049567351,0.099832833,11.694430125,-1.454653083,-3.693838167
1403636624243555500,-0.025830873,0.114493599,0.127059970,7.493915042,-1.618097250,-0.661948875
1403636624248555500,0.055850536,-0.048171087,0.143116999,11.326680750,-1.299381125,-3.301572167
1403636624253555500,0.062133721,0.153588974,0.124965574,9.438900625,-0.588399000,-1.912296750
1403636624258555500,0.034906585,-0.052359878,0.104021623,8.785123958,1.135936958,-1.985846625
1403636624263555500,-0.046774824,0.047472956,0.037000980,10.231604833,-0.228821833,-2.402629250
1403636624268555500,-0.067020643,-0.020943951,-0.013962634,6.880999417,-0.163444167,-0.907115125
1403636624273555500,-0.070511302,-0.171740398,-0.050963614,10.640215250,-1.364758792,-3.105439167
1403636624278555500,-0.034906585,0.009075712,-0.028623400,9.504278292,-0.735498750,-2.092085333
1403636624283555500,-0.023736478,-0.164060950,0.031415927,7.959730917,0.114410917,-2.132946375
1403636624288555500,-0.029321531,-0.071907565,0.067020643,11.629052458,0.032688833,-3.571255042
1403636624293555500,-0.037000980,-0.039095375,0.124965574,6.954549292,0.171616375,-2.402629250
1403636624298555500,-0.067718775,-0.150796447,0.136833813,10.869037083,-0.678293292,-4.282237167
1403636624303555500,-0.067718775,-0.033510322,0.125663706,8.164036125,0.163444167,-2.427145875
1403636624308555500,-0.072605697,-0.180816111,0.119380521,9.651378042,-1.814230250,-2.917478375
1403636624313555500,-0.016057029,-0.053756141,0.046774824,10.043644042,-1.144109167,-2.754034208
1403636624318555500,0.013264502,-0.194778745,0.074001960,8.588990958,-0.531193542,-2.002191042
1403636624323555500,0.003490659,-0.136135682,0.020245819,9.659550250,1.242175667,-3.260711125
1403636624328555500,-0.086568331,-0.255516202,0.016755161,7.134337875,1.291208917,-2.141118583
1403636624333555500,-0.137531945,-0.212232037,-0.029321531,11.441091667,-0.024516625,-4.412992500
1403636624338555500,-0.145211394,-0.202458193,0.040491639,8.433719000,1.046042667,-2.418973667
1403636624343555500,-0.126361838,-0.222704013,0.062831853,10.852692667,-1.904124542,-3.930832208
1403636624348555500,-0.061435590,-0.094247780,0.092851516,8.302963667,-0.138927542,-2.075740917
1403636624353555500,-0.027925268,-0.186401164,0.124267443,9.602344792,-1.283036708,-4.126965208
1403636624358555500,-0.014660766,-0.046774824,0.138928208,9.324489708,0.539365750,-3.358777625
1403636624363555500,-0.051661746,-0.227590934,0.182910506,8.033280792,0.212477417,-2.811239667
1403636624368555500,-0.087266463,-0.061435590,0.185703032,11.800668833,0.694637708,-4.429336917
1403636624373555500,-0.104021623,-0.159872159,0.175929189,6.905516042,-1.127764750,-1.846919083
1403636624378555500,-0.074700092,-0.123569311,0.092153385,12.250140292,-2.018535458,-4.192342875
1403636624383555500,-0.005585054,-0.104719755,0.060737458,6.513250042,-0.849909667,-1.258520083
1403636624388555500,0.013962634,-0.143815130,0.004188790,12.585200833,-1.397447625,-5.712373625
1403636624393555500,-0.000698132,-0.005585054,0.007679449,8.450063417,2.018535458,-2.582417833
1403636624398555500,-0.101927228,-0.135437550,0.023038346,8.572646542,1.168625792,-3.922660000
1403636624403555500,-0.151494579,-0.074700092,0.009773844,7.722736875,0.743670958,-1.258520083
1403636624408555500,-0.164060950,-0.245742359,0.003490659,9.381695167,-1.356586583,-3.685665958
1403636624413555500,-0.084473936,-0.161966555,0.034906585,8.106830667,-1.503686333,-1.912296750
1403636624418555500,-0.041189770,-0.354650904,0.039793507,9.128356708,-1.242175667,-3.415983083
1403636624423555500,0.000000000,-0.136135682,0.109606677,11.130547750,0.187960792,-4.208687292
1403636624428555500,-0.037000980,-0.249931149,0.141022604,7.281437625,0.833565250,-1.560891792
1403636624433555500,-0.077492619,-0.158475896,0.166853476,12.887572542,-0.294199500,-4.976874875
1403636624438555500,-0.100530965,-0.028623400,0.165457213,6.930032667,1.283036708,-1.618097250
1403636624443555500,-0.122173048,-0.180117979,0.145909525,10.656559667,-2.165635208,-4.633642125
1403636624448555500,-0.069813170,-0.013962634,0.083077672,8.621679792,-0.465815875,-1.381103208
1403636624453555500,-0.060039326,-0.222704013,0.104719755,7.894353250,-1.748852583,-3.947176625
1403636624458555500,-0.027227136,-0.101927228,0.061435590,8.515441083,0.138927542,-2.443490292
1403636624463555500,-0.041887902,-0.284837734,0.126361838,7.739081292,0.514849125,-3.162644625
1403636624468555500,-0.079587014,-0.201061930,0.088662726,10.738281750,0.433127042,-3.350605417
1403636624473555500,-0.129852496,-0.315555529,0.092153385,8.695229667,-0.359577167,-3.187161250
1403636624478555500,-0.117286126,-0.201760062,0.073303829,11.114203333,-0.539365750,-4.314926000
1403636624483555500,-0.093549648,-0.261101256,0.089360858,7.453054000,-0.858081875,-2.394457042
1403636624488555500,-0.060039326,-0.189891823,0.076096355,12.928433583,-2.010363250,-4.666330958
1403636624493555500,-0.025132741,-0.099134702,0.080983277,8.123175083,1.054214875,-1.405619833
1403636624498555500,-0.053058009,-0.159872159,0.111002940,11.866046500,-1.070559292,-4.265892750
1403636624503555500,-0.071209433,0.045378561,0.052359878,9.169217750,0.997009417,-2.271873917
1403636624508555500,-0.114493599,-0.179419847,0.078888882,8.441891208,-0.980665000,-5.287418792
1403636624513555500,-0.122173048,0.074700092,0.070511302,8.196724958,0.114410917,-2.606934458
1403636624518555500,-0.111002940,-0.240855437,0.115889862,7.796286750,-1.242175667,-2.435318083
1403636624523555500,-0.048171087,-0.008377580,0.118682389,10.918070333,-1.299381125,-3.947176625
1403636624528555500,-0.030717795,-0.256214334,0.101927228,6.284428208,-0.563882375,-0.866254083
1403636624533555500,-0.009075712,-0.123569311,0.100530965,12.715956167,0.335060542,-4.617297708
1403636624538555500,-0.076096355,-0.163362818,0.030717795,6.627660958,0.269682875,-0.751843167
1403636624543555500,-0.103323492,-0.183608637,0.028623400,12.429928875,0.482160292,-5.475379583
1403636624548555500,-0.140324472,-0.072605697,0.039793507,7.706392458,1.135936958,-1.323897750
1403636624553555500,-0.132645023,-0.099832833,0.077492619,11.939596375,-2.459834708,-4.184170667
1403636624558555500,-0.062133721,0.006283185,0.088662726,8.458235625,0.114410917,-1.740680375
1403636624563555500,-0.026529005,-0.069115038,0.139626340,9.716755708,-1.364758792,-4.445681333
1403636624568555500,-0.005585054,0.056548668,0.073303829,6.300772625,1.078731500,-1.846919083
1403636624573555500,-0.039095375,-0.124965574,0.045378561,11.580019208,0.212477417,-4.519231208
1403636624578555500,-0.098436570,0.140324472,-0.009075712,9.553311542,0.760015375,-3.522221792
1403636624583555500,-0.132645023,-0.079587014,-0.046076692,8.049625208,0.098066500,-2.590590042
1403636624588555500,-0.113795467,0.094247780,-0.015358897,9.602344792,-1.062387083,-4.404820292
1403636624593555500,-0.069115038,-0.087964594,-0.028623400,6.308944833,-1.119592542,-1.446480875
1403636624598555500,-0.030717795,-0.011868239,0.016057029,11.016136833,-0.621087833,-4.870636167
1403636624603555500,-0.020245819,-0.029321531,-0.017453293,6.071950792,-0.645604458,-1.160453583
1403636624608555500,-0.027227136,-0.085870199,0.031415927,11.498297125,0.931631750,-4.690847583
1403636624613555500,-0.074700092,0.046774824,0.013962634,7.681875833,0.375921583,-1.413792042
1403636624618555500,-0.097040306,-0.006981317,0.004188790,12.299173542,0.000000000,-4.911497208
1403636624623555500,-0.069115038,0.134041287,0.032812190,8.956740333,-0.629260042,-0.858081875
1403636624628555500,-0.015358897,0.136833813,0.057246799,12.209279250,-1.184970208,-4.135137417
1403636624633555500,0.004188790,0.188495559,0.022340214,6.725727458,0.310543917,-0.776359792
1403636624638555500,0.000000000,0.074700092,0.005585054,10.681076292,-0.294199500,-4.037070917
1403636624643555500,-0.036302848,0.205948852,-0.034208453,6.913688250,2.018535458,-1.691647125
1403636624648555500,-0.117984257,-0.022340214,-0.049567351,8.793296167,-0.196133000,-4.274064958
1403636624653555500,-0.115889862,0.154985238,-0.062133721,8.556302125,0.710982125,-2.394457042
1403636624658555500,-0.142418867,0.006981317,-0.066322512,7.894353250,-1.184970208,-3.775560250
1403636624663555500,-0.053058009,0.090757121,-0.038397244,9.136528917,-1.348414375,-2.615106667
1403636624668555500,-0.030019663,0.016057029,-0.039793507,9.299973083,-0.947976167,-3.824593500
1403636624673555500,0.026529005,0.131248760,-0.043284165,8.760607333,0.098066500,-1.936813375
1403636624678555500,-0.020943951,-0.020943951,-0.078888882,8.997601375,1.528202958,-3.922660000
1403636624683555500,-0.088662726,0.121474916,-0.138928208,8.825985000,0.735498750,-3.350605417
1403636624688555500,-0.195476876,-0.026529005,-0.122871179,8.597163167,1.683474917,-3.873626750
1403636624693555500,-0.185703032,0.085870199,-0.163362818,9.291800875,-0.604743417,-2.999200458
1403636624698555500,-0.145909525,-0.073303829,-0.091455253,8.262102625,-1.626269458,-3.244366708
1403636624703555500,-0.050265482,0.036302848,-0.162664686,8.834157208,-1.225831250,-3.350605417
1403636624708555500,0.018151424,-0.106814150,-0.041887902,8.507268875,-1.078731500,-3.751043625
1403636624713555500,0.021642083,0.064228116,-0.111002940,11.424747250,0.294199500,-4.265892750
1403636624718555500,-0.009075712,-0.006981317,0.058643063,7.771770125,1.495514125,-2.745862000
1403636624723555500,-0.046076692,0.187099296,0.074001960,12.993811250,0.898942917,-3.080922542
1403636624728555500,-0.055152404,0.149400184,0.205250720,7.387676333,-1.029698250,-2.974683833
1403636624733555500,-0.013962634,0.140324472,0.099134702,13.222633083,-1.274864500,-4.756225250
1403636624738555500,0.037000980,0.168249740,0.112399204,7.330470875,-0.882598500,-2.574245625
1403636624743555500,0.043982297,0.233175988,-0.050963614,10.779142792,1.005181625,-4.314926000
1403636624748555500,-0.018151424,0.127758101,-0.089360858,8.588990958,0.196133000,-2.664139917
1403636624753555500,-0.097738438,0.166155345,-0.254119939,10.100849500,1.961330000,-3.824593500
1403636624758555500,-0.161268423,-0.050963614,-0.227590934,6.308944833,0.277855083,-2.067568708
1403636624763555500,-0.185004901,0.044680429,-0.315555529,10.738281750,0.482160292,-4.739880833
1403636624768555500,-0.141720735,-0.219213354,-0.224100276,5.777751292,-1.765197000,-1.912296750
1403636624773555500,-0.087964594,-0.121474916,-0.287630261,11.326680750,-1.381103208,-4.216859500
1403636624778555500,-0.033510322,-0.215024564,-0.222704013,7.910697667,0.000000000,-2.803067458
1403636624783555500,-0.041887902,-0.174532925,-0.217118959,11.906907542,1.152281375,-5.360968667
1403636624788555500,-0.074700092,-0.143116999,-0.197571271,8.262102625,0.776359792,-2.010363250
1403636624793555500,-0.148003921,-0.076794487,-0.268082573,11.220442042,0.612915625,-5.540757250
1403636624798555500,-0.139626340,-0.108908545,-0.211533905,7.060788000,-0.114410917,-2.051224292
1403636624803555500,-0.100530965,-0.146607657,-0.158475896,11.555502583,-0.792704208,-5.908506625
1403636624808555500,-0.067020643,-0.117984257,-0.130550628,8.801468375,-1.029698250,-2.541556792
1403636624813555500,-0.019547688,-0.095644043,-0.094945911,11.424747250,0.367749375,-3.138128000
1403636624818555500,-0.036302848,-0.169646003,-0.091455253,8.785123958,-0.098066500,-2.337251583
1403636624823555500,-0.055850536,-0.083077672,-0.156381501,11.318508542,1.160453583,-3.922660000
1403636624828555500,-0.092153385,-0.136833813,-0.157777764,8.662540833,-0.318716125,-3.636632708
1403636624833555500,-0.092851516,-0.053058009,-0.238062910,11.383886208,0.359577167,-4.102448583
1403636624838555500,-0.110304809,-0.134041287,-0.173136662,10.533976542,-0.343232750,-3.497705167
1403636624843555500,-0.091455253,-0.103323492,-0.244346095,8.768779542,0.286027292,-2.770378625
1403636624848555500,-0.087266463,-0.162664686,-0.180816111,10.730109542,-0.776359792,-4.298581583
1403636624853555500,-0.087964594,-0.157079633,-0.277856417,7.722736875,0.367749375,-2.059396500
1403636624858555500,-0.057246799,-0.272969495,-0.133343155,11.016136833,-0.710982125,-4.502886792
1403636624863555500,-0.074001960,-0.215024564,-0.229685330,7.379504125,0.849909667,-2.255529500
1403636624868555500,-0.083775804,-0.344877060,-0.199665666,10.730109542,-0.588399000,-5.385485292
1403636624873555500,-0.118682389,-0.291120919,-0.263195651,7.804458958,1.814230250,-2.819411875
1403636624878555500,-0.120078653,-0.337895743,-0.217817091,13.214460875,-0.343232750,-5.295591000
1403636624883555500,-0.137531945,-0.283441471,-0.282743339,8.221241583,-0.465815875,-2.762206417
1403636624888555500,-0.101229097,-0.309272343,-0.291120919,12.429928875,0.457643667,-4.568264458
1403636624893555500,-0.092851516,-0.217817091,-0.247836754,8.580818750,-0.114410917,-3.211677875
1403636624898555500,-0.063529985,-0.269478837,-0.219911486,12.364551208,0.236994042,-5.401829708
1403636624903555500,-0.105417887,-0.217118959,-0.191288086,9.210078792,0.400438208,-2.606934458
1403636624908555500,-0.113097336,-0.194778745,-0.242251700,10.509459917,0.392266000,-4.053415333
1403636624913555500,-0.130550628,-0.265290046,-0.198967535,9.643205833,-0.236994042,-4.470197958
1403636624918555500,-0.118682389,-0.194080613,-0.275063890,9.822994417,-0.138927542,-3.211677875
1403636624923555500,-0.100530965,-0.312064870,-0.194080613,9.929233125,-0.065377667,-3.285227750
1403636624928555500,-0.108210414,-0.182212374,-0.284139602,10.770970583,0.179788583,-4.355787042
1403636624933555500,-0.099832833,-0.298102236,-0.221307749,8.204897167,-0.343232750,-3.546738417
1403636624938555500,-0.097040306,-0.195476876,-0.272271363,11.285819708,0.269682875,-2.958339417
1403636624943555500,-0.079587014,-0.277158285,-0.210137642,10.002783000,0.286027292,-4.600953292
1403636624948555500,-0.087266463,-0.210835774,-0.237364778,8.204897167,-0.384093792,-3.628460500
1403636624953555500,-0.069813170,-0.275063890,-0.157777764,10.542148750,0.457643667,-2.770378625
1403636624958555500,-0.073303829,-0.303687290,-0.157079633,9.741272333,-0.049033250,-4.429336917
1403636624963555500,-0.063529985,-0.303687290,-0.138230077,9.234595417,0.286027292,-4.535575625
1403636624968555500,-0.079587014,-0.327423768,-0.173136662,10.149882750,0.024516625,-2.361768208
1403636624973555500,-0.080285146,-0.287630261,-0.188495559,10.305154708,0.580226792,-4.020726500
1403636624978555500,-0.088662726,-0.335103216,-0.162664686,10.256121458,-0.196133000,-4.723536417
1403636624983555500,-0.064926248,-0.225496539,-0.138928208,11.604535833,0.073549875,-3.865454542
1403636624988555500,-0.045378561,-0.214326432,-0.076096355,9.528794917,-0.800876417,-2.337251583
1403636624993555500,-0.017453293,-0.145909525,-0.076794487,11.457436083,0.351404958,-4.412992500
1403636624998555500,-0.021642083,-0.166853476,-0.036302848,8.115002875,0.563882375,-3.849110125
1403636625003555500,-0.030717795,-0.155683369,-0.084473936,10.296982500,0.081722083,-3.759215833
1403636625008555500,-0.050963614,-0.183608637,-0.023736478,10.411393417,0.130755333,-3.350605417
1403636625013555500,-0.059341195,-0.207345115,-0.106814150,8.450063417,-0.016344417,-4.012554292
1403636625018555500,-0.032812190,-0.247138622,-0.026529005,9.586000375,-0.310543917,-3.497705167
1403636625023555500,-0.034906585,-0.240855437,-0.105417887,9.937405333,0.163444167,-3.710182583
